order_id,user_id,restaurant_id,order_date,amount,payment_mode,order_status,delivery_time_mins
ORD_000323,USR_0080,RES_037,2025-12-09,1208.59,Credit Card,Delivered,58.0
ORD_000324,USR_0083,RES_032,2025-12-09,844.05,COD,Delivered,50.0
ORD_000325,USR_0106,RES_003,2025-12-09,592.78,Net Banking,Cancelled,
ORD_000326,USR_0059,RES_039,2025-12-10,382.17,COD,Delivered,62.0
ORD_000327,USR_0025,RES_034,2025-12-11,836.3,Net Banking,Cancelled,
ORD_000328,USR_0048,RES_028,2025-12-12,651.11,UPI,Delivered,43.0
ORD_000329,USR_0001,RES_047,2025-12-12,1489.26,UPI,Delivered,30.0
ORD_000330,USR_0112,RES_039,2025-12-12,1090.9,Credit Card,Delivered,28.0
ORD_000331,USR_0030,RES_012,2025-12-13,1523.19,Net Banking,Delivered,57.0
ORD_000332,USR_0135,RES_010,2025-12-14,1447.83,Debit Card,Delivered,16.0
ORD_000333,USR_0126,RES_025,2025-12-14,1215.09,Debit Card,Cancelled,
ORD_000334,USR_0113,RES_018,2025-12-15,290.06,COD,Delivered,29.0
ORD_000335,USR_0029,RES_019,2025-12-16,192.77,UPI,Delivered,62.0
ORD_000336,USR_0121,RES_031,2025-12-16,344.3,COD,Delivered,26.0
ORD_000337,USR_0004,RES_042,2025-12-17,734.58,COD,Delivered,29.0
ORD_000338,USR_0107,RES_044,2025-12-17,1055.09,Credit Card,Delivered,23.0
ORD_000339,USR_0122,RES_047,2025-12-17,546.1,COD,Cancelled,
ORD_000340,USR_0140,RES_030,2025-12-17,899.12,Net Banking,Delivered,22.0
ORD_000341,USR_0092,RES_029,2025-12-18,989.81,UPI,Delivered,50.0
ORD_000342,USR_0124,RES_048,2025-12-18,1756.85,COD,Delivered,24.0
ORD_000343,USR_0139,RES_039,2025-12-18,219.39,UPI,Delivered,64.0
ORD_000344,USR_0107,RES_009,2025-12-18,1792.54,COD,Delivered,55.0
ORD_000345,USR_0090,RES_034,2025-12-18,1774.74,Credit Card,Delivered,42.0
ORD_000346,USR_0133,RES_021,2025-12-18,1549.78,Debit Card,Delivered,44.0
ORD_000347,USR_0027,RES_019,2025-12-19,1697.81,Credit Card,Delivered,17.0
ORD_000348,USR_0061,RES_044,2025-12-19,865.54,Net Banking,Delivered,16.0
ORD_000349,USR_0069,RES_018,2025-12-19,1242.6,Debit Card,Delivered,48.0
ORD_000350,USR_0130,RES_022,2025-12-20,1742.97,Net Banking,Delivered,51.0
ORD_000351,USR_0066,RES_029,2025-12-21,309.73,Net Banking,Delivered,41.0
ORD_000352,USR_0068,RES_023,2025-12-21,1280.06,Net Banking,Delivered,18.0
ORD_000353,USR_0117,RES_049,2025-12-22,239.93,Credit Card,Delivered,45.0
ORD_000354,USR_0137,RES_020,2025-12-23,1496.19,Credit Card,Delivered,22.0
ORD_000355,USR_0072,RES_050,2025-12-23,1223.94,COD,Delivered,21.0
ORD_000356,USR_0091,RES_044,2025-12-24,1697.66,Credit Card,Delivered,38.0
ORD_000357,USR_0138,RES_040,2025-12-24,909.29,COD,Cancelled,
ORD_000358,USR_0135,RES_014,2025-12-25,1058.15,Net Banking,Delivered,50.0
ORD_000359,USR_0021,RES_025,2025-12-25,1197.85,Credit Card,Delivered,58.0
ORD_000360,USR_0106,RES_044,2025-12-25,1201.72,COD,Delivered,49.0
ORD_000361,USR_0096,RES_048,2025-12-25,273.2,Net Banking,Delivered,60.0
ORD_000362,USR_0138,RES_025,2025-12-26,415.97,UPI,Delivered,40.0
ORD_000363,USR_0030,RES_007,2025-12-28,736.75,UPI,Cancelled,
ORD_000364,USR_0014,RES_017,2025-12-28,1321.54,Debit Card,Delivered,41.0
ORD_000365,USR_0139,RES_004,2025-12-29,1175.54,COD,Delivered,35.0
ORD_000366,USR_0056,RES_042,2025-12-29,660.31,Debit Card,Cancelled,
ORD_000367,USR_0110,RES_030,2025-12-29,585.84,Net Banking,Delivered,18.0
ORD_000368,USR_0068,RES_005,2025-12-30,955.88,Credit Card,Delivered,50.0
ORD_000369,USR_0090,RES_016,2025-12-31,1231.73,UPI,Delivered,33.0
ORD_000370,USR_0071,RES_039,2025-12-31,197.18,Net Banking,Delivered,55.0
ORD_000371,USR_0051,RES_018,2025-12-31,716.58,COD,Delivered,58.0
ORD_000372,USR_0010,RES_009,2026-01-01,1368.05,UPI,Cancelled,
ORD_000373,USR_0096,RES_035,2026-01-01,1437.86,Net Banking,Cancelled,
ORD_000374,USR_0005,RES_017,2026-01-01,1340.03,Debit Card,Delivered,45.0
ORD_000375,USR_0084,RES_041,2026-01-01,1732.47,Debit Card,Delivered,58.0
ORD_000376,USR_0117,RES_041,2026-01-02,702.46,UPI,Delivered,43.0
ORD_000377,USR_0127,RES_008,2026-01-02,294.56,Net Banking,Cancelled,
ORD_000378,USR_0071,RES_035,2026-01-04,188.53,COD,Delivered,37.0
ORD_000379,USR_0025,RES_030,2026-01-04,254.47,Net Banking,Delivered,17.0
ORD_000380,USR_0048,RES_011,2026-01-04,1431.97,UPI,Delivered,65.0
ORD_000381,USR_0051,RES_028,2026-01-05,1756.53,Debit Card,Delivered,27.0
ORD_000382,USR_0021,RES_039,2026-01-05,862.29,Credit Card,Cancelled,
ORD_000383,USR_0067,RES_028,2026-01-06,1291.29,COD,Delivered,61.0
ORD_000384,USR_0141,RES_026,2026-01-06,299.79,COD,Delivered,21.0
ORD_000385,USR_0081,RES_038,2026-01-07,1334.27,COD,Delivered,29.0
ORD_000386,USR_0045,RES_025,2026-01-07,1632.97,Debit Card,Delivered,41.0
ORD_000387,USR_0130,RES_046,2026-01-08,1084.46,UPI,Delivered,25.0
ORD_000388,USR_0101,RES_012,2026-01-08,807.35,Net Banking,Delivered,46.0
ORD_000389,USR_0117,RES_003,2026-01-09,1376.38,UPI,Delivered,33.0
ORD_000390,USR_0054,RES_043,2026-01-09,276.81,Debit Card,Delivered,38.0
ORD_000391,USR_0144,RES_018,2026-01-09,626.97,Credit Card,Delivered,23.0
ORD_000392,USR_0019,RES_005,2026-01-10,1189.95,UPI,Delivered,60.0
ORD_000393,USR_0101,RES_012,2026-01-11,252.75,Net Banking,Delivered,40.0
ORD_000394,USR_0128,RES_049,2026-01-11,481.99,Net Banking,Delivered,31.0
ORD_000395,USR_0034,RES_050,2026-01-11,1773.86,Net Banking,Cancelled,
ORD_000396,USR_0009,RES_017,2026-01-11,489.1,Debit Card,Cancelled,
ORD_000397,USR_0028,RES_032,2026-01-11,230.98,COD,Delivered,28.0
ORD_000398,USR_0084,RES_023,2026-01-12,1222.03,Net Banking,Delivered,62.0
ORD_000399,USR_0028,RES_044,2026-01-12,699.98,COD,Delivered,46.0
ORD_000400,USR_0107,RES_048,2026-01-13,661.98,Debit Card,Cancelled,
ORD_000401,USR_0091,RES_009,2026-01-13,828.65,COD,Delivered,54.0
ORD_000402,USR_0153,RES_043,2026-01-13,595.89,Net Banking,Delivered,49.0
ORD_000403,USR_0105,RES_031,2026-01-14,1529.82,Debit Card,Delivered,56.0
ORD_000404,USR_0137,RES_036,2026-01-14,128.7,Credit Card,Delivered,50.0
ORD_000405,USR_0032,RES_012,2026-01-14,172.41,COD,Delivered,52.0
ORD_000406,USR_0126,RES_004,2026-01-14,1156.46,Debit Card,Delivered,37.0
ORD_000407,USR_0034,RES_024,2026-01-14,537.85,UPI,Delivered,46.0
ORD_000408,USR_0141,RES_050,2026-01-14,1052.97,Credit Card,Delivered,39.0
ORD_000409,USR_0035,RES_024,2026-01-15,242.88,UPI,Cancelled,
ORD_000410,USR_0131,RES_015,2026-01-15,1576.38,COD,Delivered,45.0
ORD_000411,USR_0016,RES_010,2026-01-15,276.63,Debit Card,Delivered,21.0
ORD_000412,USR_0031,RES_050,2026-01-16,320.06,Net Banking,Delivered,29.0
ORD_000413,USR_0133,RES_021,2026-01-16,397.0,UPI,Delivered,40.0
ORD_000414,USR_0020,RES_012,2026-01-16,330.58,UPI,Delivered,23.0
ORD_000415,USR_0109,RES_019,2026-01-17,341.73,Net Banking,Delivered,51.0
ORD_000416,USR_0101,RES_049,2026-01-18,1073.89,Net Banking,Delivered,20.0
ORD_000417,USR_0145,RES_043,2026-01-19,1111.71,Debit Card,Delivered,18.0
ORD_000418,USR_0123,RES_022,2026-01-20,1785.66,Debit Card,Cancelled,
ORD_000419,USR_0148,RES_022,2026-01-20,361.67,Net Banking,Delivered,53.0
ORD_000420,USR_0035,RES_020,2026-01-20,288.47,Net Banking,Delivered,47.0
ORD_000421,USR_0129,RES_043,2026-01-21,427.22,Net Banking,Delivered,40.0
ORD_000422,USR_0141,RES_034,2026-01-21,1088.63,Net Banking,Delivered,58.0
ORD_000423,USR_0037,RES_017,2026-01-21,160.17,Debit Card,Delivered,49.0
ORD_000424,USR_0087,RES_043,2026-01-21,589.78,COD,Delivered,26.0
ORD_000425,USR_0147,RES_015,2026-01-22,768.27,Debit Card,Delivered,49.0
ORD_000426,USR_0143,RES_030,2026-01-23,1608.69,UPI,Delivered,25.0
ORD_000427,USR_0141,RES_004,2026-01-23,330.92,UPI,Delivered,15.0
ORD_000428,USR_0141,RES_021,2026-01-23,1233.19,COD,Delivered,19.0
ORD_000429,USR_0055,RES_030,2026-01-23,553.88,COD,Delivered,26.0
ORD_000430,USR_0013,RES_047,2026-01-24,294.91,Net Banking,Cancelled,
ORD_000431,USR_0113,RES_004,2026-01-26,1689.74,Net Banking,Delivered,47.0
ORD_000432,USR_0035,RES_013,2026-01-26,1592.34,Credit Card,Delivered,54.0
ORD_000433,USR_0150,RES_033,2026-01-27,1330.29,Net Banking,Delivered,18.0
ORD_000434,USR_0083,RES_034,2026-01-27,868.2,Debit Card,Delivered,64.0
ORD_000435,USR_0155,RES_015,2026-01-27,1576.78,Debit Card,Delivered,46.0
ORD_000436,USR_0026,RES_012,2026-01-28,1133.55,Debit Card,Delivered,28.0
ORD_000437,USR_0117,RES_012,2026-01-28,1569.35,COD,Cancelled,
ORD_000438,USR_0096,RES_014,2026-01-28,325.35,Net Banking,Delivered,37.0
ORD_000439,USR_0157,RES_026,2026-01-29,1400.85,Debit Card,Delivered,36.0
ORD_000440,USR_0015,RES_006,2026-01-29,300.82,Net Banking,Cancelled,
ORD_000441,USR_0041,RES_024,2026-01-30,209.15,Credit Card,Delivered,18.0
ORD_000442,USR_0049,RES_017,2026-01-31,1362.35,COD,Delivered,29.0
ORD_000443,USR_0151,RES_013,2026-01-31,1370.58,Debit Card,Delivered,16.0
ORD_000444,USR_0107,RES_043,2026-02-01,1135.44,COD,Delivered,42.0
ORD_000445,USR_0109,RES_038,2026-02-01,508.35,Debit Card,Delivered,33.0
ORD_000446,USR_0030,RES_012,2026-02-01,378.58,UPI,Delivered,49.0
ORD_000447,USR_0145,RES_050,2026-02-01,1543.42,COD,Delivered,37.0
ORD_000448,USR_0081,RES_002,2026-02-01,1059.62,Net Banking,Delivered,46.0
ORD_000449,USR_0077,RES_042,2026-02-01,1726.67,Credit Card,Delivered,32.0
ORD_000450,USR_0013,RES_030,2026-02-02,530.3,Debit Card,Delivered,30.0
ORD_000451,USR_0162,RES_004,2026-02-03,344.13,COD,Delivered,37.0
ORD_000452,USR_0144,RES_041,2026-02-03,1790.8,Credit Card,Delivered,38.0
ORD_000453,USR_0058,RES_003,2026-02-03,498.98,Net Banking,Delivered,36.0
ORD_000454,USR_0163,RES_037,2026-02-04,1178.77,Debit Card,Delivered,42.0
ORD_000455,USR_0162,RES_022,2026-02-04,1767.53,UPI,Delivered,62.0
ORD_000456,USR_0162,RES_031,2026-02-04,431.01,UPI,Cancelled,
ORD_000457,USR_0122,RES_049,2026-02-05,561.81,Credit Card,Delivered,42.0
ORD_000458,USR_0097,RES_022,2026-02-05,1230.62,Net Banking,Delivered,48.0
ORD_000459,USR_0163,RES_022,2026-02-05,1017.58,COD,Delivered,25.0
ORD_000460,USR_0153,RES_042,2026-02-06,1752.64,COD,Delivered,20.0
ORD_000461,USR_0100,RES_024,2026-02-06,631.88,Debit Card,Delivered,62.0
ORD_000462,USR_0153,RES_034,2026-02-06,722.59,UPI,Delivered,43.0
ORD_000463,USR_0143,RES_003,2026-02-06,427.08,Credit Card,Delivered,62.0
ORD_000464,USR_0112,RES_013,2026-02-07,1331.59,Net Banking,Delivered,17.0
ORD_000465,USR_0077,RES_042,2026-02-07,1193.27,Debit Card,Delivered,28.0
ORD_000466,USR_0053,RES_048,2026-02-07,280.01,Credit Card,Cancelled,
ORD_000467,USR_0098,RES_037,2026-02-07,547.49,Credit Card,Delivered,15.0
ORD_000468,USR_0051,RES_016,2026-02-08,1429.6,UPI,Delivered,19.0
ORD_000469,USR_0150,RES_030,2026-02-08,772.54,Credit Card,Delivered,31.0
ORD_000470,USR_0004,RES_002,2026-02-08,546.87,Net Banking,Delivered,43.0
ORD_000471,USR_0146,RES_028,2026-02-08,1311.37,UPI,Delivered,65.0
ORD_000472,USR_0144,RES_011,2026-02-08,206.28,Credit Card,Delivered,45.0
ORD_000473,USR_0074,RES_042,2026-02-08,1668.45,COD,Delivered,22.0
ORD_000474,USR_0049,RES_005,2026-02-09,303.07,UPI,Cancelled,
ORD_000475,USR_0053,RES_023,2026-02-09,178.57,COD,Delivered,19.0
ORD_000476,USR_0148,RES_026,2026-02-09,126.93,Credit Card,Delivered,61.0
ORD_000477,USR_0079,RES_006,2026-02-11,1016.24,COD,Cancelled,
ORD_000478,USR_0057,RES_010,2026-02-11,569.39,Credit Card,Cancelled,
ORD_000479,USR_0005,RES_022,2026-02-11,426.44,UPI,Delivered,33.0
ORD_000480,USR_0060,RES_008,2026-02-12,560.75,COD,Delivered,46.0
ORD_000481,USR_0098,RES_044,2026-02-12,1042.71,COD,Delivered,45.0
ORD_000482,USR_0145,RES_050,2026-02-12,632.6,UPI,Delivered,45.0
ORD_000483,USR_0029,RES_035,2026-02-13,185.58,COD,Cancelled,
ORD_000484,USR_0135,RES_037,2026-02-14,1486.09,COD,Cancelled,
ORD_000485,USR_0015,RES_045,2026-02-14,1151.46,Net Banking,Delivered,21.0
ORD_000486,USR_0079,RES_045,2026-02-14,1341.5,Net Banking,Delivered,20.0
ORD_000487,USR_0046,RES_043,2026-02-15,256.92,Credit Card,Delivered,57.0
ORD_000488,USR_0137,RES_016,2026-02-15,232.02,Credit Card,Delivered,23.0
ORD_000489,USR_0104,RES_028,2026-02-15,1523.92,COD,Delivered,28.0
ORD_000490,USR_0105,RES_017,2026-02-16,691.14,COD,Delivered,22.0
ORD_000491,USR_0106,RES_003,2026-02-16,390.89,Net Banking,Cancelled,
ORD_000492,USR_0166,RES_031,2026-02-16,1704.62,Net Banking,Delivered,37.0
ORD_000493,USR_0048,RES_016,2026-02-17,1207.58,UPI,Delivered,53.0
ORD_000494,USR_0124,RES_038,2026-02-17,974.35,UPI,Delivered,60.0
ORD_000495,USR_0017,RES_008,2026-02-17,239.3,UPI,Cancelled,
ORD_000496,USR_0124,RES_027,2026-02-18,808.47,UPI,Delivered,35.0
ORD_000497,USR_0125,RES_022,2026-02-18,493.56,Credit Card,Delivered,59.0
ORD_000498,USR_0153,RES_049,2026-02-18,1324.2,Net Banking,Delivered,21.0
ORD_000499,USR_0118,RES_037,2026-02-18,886.99,COD,Cancelled,
ORD_000500,USR_0157,RES_017,2026-02-18,880.65,COD,Cancelled,
ORD_000501,USR_0154,RES_016,2026-02-18,625.9,Credit Card,Delivered,46.0
ORD_000502,USR_0015,RES_036,2026-02-19,1103.18,Debit Card,Delivered,27.0
ORD_000503,USR_0143,RES_048,2026-02-20,1367.42,UPI,Delivered,41.0
ORD_000504,USR_0101,RES_012,2026-02-20,1491.71,Debit Card,Delivered,40.0
ORD_000505,USR_0152,RES_018,2026-02-21,1015.01,COD,Delivered,40.0
ORD_000506,USR_0118,RES_037,2026-02-22,1173.04,UPI,Delivered,60.0
ORD_000507,USR_0141,RES_004,2026-02-22,990.05,Debit Card,Delivered,65.0
ORD_000508,USR_0111,RES_015,2026-02-22,594.9,UPI,Cancelled,
ORD_000509,USR_0173,RES_025,2026-02-22,1136.68,COD,Delivered,54.0
ORD_000510,USR_0101,RES_042,2026-02-22,427.86,COD,Delivered,21.0
ORD_000511,USR_0057,RES_043,2026-02-23,303.5,COD,Delivered,62.0
ORD_000512,USR_0138,RES_037,2026-02-23,761.88,Credit Card,Delivered,42.0
ORD_000513,USR_0032,RES_043,2026-02-23,1231.45,Credit Card,Delivered,26.0
ORD_000514,USR_0006,RES_046,2026-02-24,815.83,COD,Delivered,28.0
ORD_000515,USR_0172,RES_037,2026-02-24,1793.23,Net Banking,Delivered,44.0
ORD_000516,USR_0125,RES_017,2026-02-24,1084.19,Debit Card,Delivered,48.0
ORD_000517,USR_0125,RES_025,2026-02-25,594.95,UPI,Delivered,65.0
ORD_000518,USR_0173,RES_048,2026-02-25,835.52,COD,Delivered,32.0
ORD_000519,USR_0167,RES_030,2026-02-26,1366.03,UPI,Delivered,57.0
ORD_000520,USR_0164,RES_016,2026-02-26,982.15,UPI,Delivered,48.0
ORD_000521,USR_0107,RES_042,2026-02-26,1351.76,Net Banking,Delivered,16.0
ORD_000522,USR_0029,RES_014,2026-02-26,644.31,Net Banking,Delivered,21.0
ORD_000523,USR_0177,RES_017,2026-02-27,1181.28,Credit Card,Delivered,24.0
ORD_000524,USR_0144,RES_028,2026-02-27,1122.76,COD,Delivered,64.0
ORD_000525,USR_0175,RES_029,2026-02-27,614.79,UPI,Delivered,26.0
ORD_000526,USR_0103,RES_048,2026-02-27,178.48,UPI,Cancelled,
ORD_000527,USR_0024,RES_018,2026-02-28,611.39,Net Banking,Delivered,56.0
ORD_000528,USR_0155,RES_047,2026-02-28,355.12,UPI,Delivered,59.0
ORD_000529,USR_0155,RES_026,2026-03-01,556.39,Debit Card,Delivered,47.0
ORD_000530,USR_0082,RES_006,2026-03-01,308.78,Credit Card,Delivered,18.0
ORD_000531,USR_0005,RES_006,2026-03-01,1537.53,Net Banking,Delivered,34.0
ORD_000532,USR_0085,RES_014,2026-03-01,182.13,UPI,Delivered,27.0
ORD_000533,USR_0053,RES_038,2026-03-01,864.26,Debit Card,Cancelled,
ORD_000534,USR_0145,RES_050,2026-03-01,1152.95,Debit Card,Delivered,42.0
ORD_000535,USR_0151,RES_050,2026-03-01,1209.61,Credit Card,Delivered,60.0
ORD_000536,USR_0033,RES_042,2026-03-02,580.14,Net Banking,Delivered,63.0
ORD_000537,USR_0076,RES_039,2026-03-02,806.73,COD,Delivered,36.0
ORD_000538,USR_0081,RES_048,2026-03-02,1127.92,Debit Card,Cancelled,
ORD_000539,USR_0089,RES_016,2026-03-02,693.44,Credit Card,Delivered,26.0
ORD_000540,USR_0026,RES_048,2026-03-02,629.43,Debit Card,Delivered,48.0
ORD_000541,USR_0029,RES_007,2026-03-03,836.96,Debit Card,Delivered,57.0
ORD_000542,USR_0003,RES_021,2026-03-04,1147.02,Debit Card,Delivered,64.0
ORD_000543,USR_0102,RES_034,2026-03-04,867.79,Debit Card,Delivered,20.0
ORD_000544,USR_0152,RES_042,2026-03-04,1397.61,Credit Card,Cancelled,
ORD_000545,USR_0099,RES_006,2026-03-04,1463.79,Debit Card,Delivered,32.0
ORD_000546,USR_0121,RES_022,2026-03-04,1060.17,UPI,Cancelled,
ORD_000547,USR_0075,RES_050,2026-03-04,1744.21,COD,Cancelled,
ORD_000548,USR_0123,RES_003,2026-03-05,1701.46,Debit Card,Delivered,43.0
ORD_000549,USR_0093,RES_048,2026-03-05,1460.73,UPI,Delivered,60.0
ORD_000550,USR_0144,RES_011,2026-03-05,392.58,COD,Delivered,59.0
ORD_000551,USR_0030,RES_003,2026-03-06,1141.41,Credit Card,Delivered,46.0
ORD_000552,USR_0145,RES_013,2026-03-06,960.8,Net Banking,Delivered,58.0
ORD_000553,USR_0089,RES_018,2026-03-07,884.4,Net Banking,Delivered,57.0
ORD_000554,USR_0177,RES_006,2026-03-07,324.61,UPI,Delivered,22.0
ORD_000555,USR_0138,RES_019,2026-03-08,244.6,COD,Delivered,44.0
ORD_000556,USR_0080,RES_021,2026-03-08,735.43,COD,Delivered,39.0
ORD_000557,USR_0109,RES_038,2026-03-08,1701.87,Net Banking,Delivered,57.0
ORD_000558,USR_0082,RES_025,2026-03-09,832.22,Debit Card,Delivered,41.0
ORD_000559,USR_0178,RES_015,2026-03-10,381.37,COD,Delivered,63.0
ORD_000560,USR_0175,RES_028,2026-03-10,1647.8,Debit Card,Delivered,56.0
ORD_000561,USR_0096,RES_010,2026-03-11,755.4,UPI,Delivered,23.0
ORD_000562,USR_0146,RES_011,2026-03-11,292.06,COD,Delivered,24.0
ORD_000563,USR_0115,RES_015,2026-03-11,1211.77,COD,Cancelled,
ORD_000564,USR_0075,RES_003,2026-03-11,969.72,Net Banking,Delivered,46.0
ORD_000565,USR_0174,RES_013,2026-03-11,893.07,COD,Delivered,40.0
ORD_000566,USR_0037,RES_006,2026-03-11,1730.95,Debit Card,Delivered,58.0
ORD_000567,USR_0184,RES_017,2026-03-12,1194.41,Debit Card,Delivered,34.0
ORD_000568,USR_0063,RES_024,2026-03-12,1075.14,UPI,Delivered,50.0
ORD_000569,USR_0158,RES_048,2026-03-12,547.59,Credit Card,Delivered,64.0
ORD_000570,USR_0015,RES_008,2026-03-12,1294.93,Debit Card,Delivered,54.0
ORD_000571,USR_0150,RES_006,2026-03-13,1303.62,Net Banking,Delivered,57.0
ORD_000572,USR_0050,RES_012,2026-03-13,489.35,COD,Delivered,33.0
ORD_000573,USR_0154,RES_032,2026-03-13,1675.91,COD,Delivered,60.0
ORD_000574,USR_0123,RES_012,2026-03-14,1611.09,Debit Card,Delivered,45.0
ORD_000575,USR_0046,RES_027,2026-03-14,1501.14,Debit Card,Cancelled,
ORD_000576,USR_0088,RES_022,2026-03-14,1437.97,COD,Cancelled,
ORD_000577,USR_0041,RES_013,2026-03-15,440.02,COD,Delivered,37.0
ORD_000578,USR_0130,RES_026,2026-03-15,250.6,Net Banking,Delivered,64.0
ORD_000579,USR_0071,RES_036,2026-03-15,298.62,Net Banking,Delivered,25.0
ORD_000580,USR_0144,RES_018,2026-03-16,1522.38,Credit Card,Cancelled,
ORD_000581,USR_0167,RES_018,2026-03-16,484.59,Credit Card,Cancelled,
ORD_000582,USR_0130,RES_017,2026-03-17,884.38,Net Banking,Cancelled,
ORD_000583,USR_0138,RES_031,2026-03-17,698.52,Net Banking,Cancelled,
ORD_000584,USR_0162,RES_017,2026-03-17,1503.8,UPI,Cancelled,
ORD_000585,USR_0176,RES_016,2026-03-17,881.52,UPI,Delivered,16.0
ORD_000586,USR_0156,RES_009,2026-03-17,543.36,Debit Card,Delivered,44.0
ORD_000587,USR_0165,RES_034,2026-03-18,333.06,Debit Card,Delivered,19.0
ORD_000588,USR_0098,RES_030,2026-03-18,1715.45,COD,Cancelled,
ORD_000589,USR_0182,RES_004,2026-03-18,206.58,COD,Delivered,39.0
ORD_000590,USR_0186,RES_008,2026-03-18,1464.76,COD,Cancelled,
ORD_000591,USR_0052,RES_046,2026-03-19,1011.42,Debit Card,Delivered,27.0
ORD_000592,USR_0159,RES_027,2026-03-19,1788.93,UPI,Delivered,34.0
ORD_000593,USR_0062,RES_027,2026-03-20,1072.63,Credit Card,Cancelled,
ORD_000594,USR_0116,RES_017,2026-03-20,1530.08,Credit Card,Delivered,59.0
ORD_000595,USR_0181,RES_036,2026-03-20,1752.34,COD,Delivered,64.0
ORD_000596,USR_0164,RES_008,2026-03-20,456.3,UPI,Delivered,23.0
ORD_000597,USR_0141,RES_026,2026-03-20,1466.22,Net Banking,Delivered,54.0
ORD_000598,USR_0184,RES_031,2026-03-20,1000.26,Debit Card,Delivered,40.0
ORD_000599,USR_0078,RES_032,2026-03-20,744.26,Credit Card,Delivered,34.0
ORD_000600,USR_0091,RES_029,2026-03-21,1303.78,Debit Card,Delivered,56.0
ORD_000601,USR_0004,RES_003,2026-03-21,1179.55,UPI,Delivered,20.0
ORD_000602,USR_0100,RES_013,2026-03-21,345.03,Credit Card,Delivered,22.0
ORD_000603,USR_0161,RES_013,2026-03-21,1379.62,UPI,Delivered,32.0
ORD_000604,USR_0071,RES_016,2026-03-21,229.99,Credit Card,Delivered,57.0
ORD_000605,USR_0149,RES_038,2026-03-22,387.74,COD,Cancelled,
ORD_000606,USR_0120,RES_012,2026-03-22,1315.56,UPI,Delivered,41.0
ORD_000607,USR_0086,RES_009,2026-03-22,1431.64,Net Banking,Delivered,51.0
ORD_000608,USR_0043,RES_027,2026-03-23,1152.88,COD,Delivered,30.0
ORD_000609,USR_0171,RES_043,2026-03-23,444.68,Net Banking,Delivered,17.0
ORD_000610,USR_0184,RES_022,2026-03-23,653.88,Debit Card,Delivered,43.0
ORD_000611,USR_0176,RES_016,2026-03-23,420.65,COD,Delivered,17.0
ORD_000612,USR_0081,RES_036,2026-03-24,929.71,UPI,Delivered,31.0
ORD_000613,USR_0185,RES_049,2026-03-24,321.4,Net Banking,Delivered,20.0
ORD_000614,USR_0055,RES_009,2026-03-24,871.23,Credit Card,Cancelled,
ORD_000615,USR_0163,RES_029,2026-03-24,1375.49,UPI,Delivered,37.0
ORD_000616,USR_0168,RES_037,2026-03-24,212.46,Credit Card,Delivered,56.0
ORD_000617,USR_0124,RES_038,2026-03-25,1564.11,COD,Cancelled,
ORD_000618,USR_0178,RES_041,2026-03-25,1167.0,Debit Card,Delivered,47.0
ORD_000619,USR_0033,RES_049,2026-03-25,146.26,UPI,Delivered,46.0
ORD_000620,USR_0182,RES_025,2026-03-25,799.66,Credit Card,Delivered,46.0
ORD_000621,USR_0156,RES_013,2026-03-25,1687.26,Net Banking,Delivered,57.0
ORD_000622,USR_0078,RES_006,2026-03-26,656.11,UPI,Delivered,44.0
ORD_000623,USR_0080,RES_039,2026-03-26,870.84,Net Banking,Delivered,20.0
ORD_000624,USR_0120,RES_042,2026-03-26,832.53,Net Banking,Cancelled,
ORD_000625,USR_0185,RES_012,2026-03-26,787.22,UPI,Cancelled,
ORD_000626,USR_0149,RES_050,2026-03-26,1047.54,Net Banking,Delivered,50.0
ORD_000627,USR_0118,RES_021,2026-03-26,1492.48,Credit Card,Delivered,57.0
ORD_000628,USR_0091,RES_009,2026-03-26,1194.85,Credit Card,Cancelled,
ORD_000629,USR_0018,RES_031,2026-03-26,1146.63,COD,Delivered,59.0
ORD_000630,USR_0054,RES_002,2026-03-26,1479.62,Debit Card,Delivered,20.0
ORD_000631,USR_0055,RES_030,2026-03-27,379.92,UPI,Cancelled,
ORD_000632,USR_0085,RES_011,2026-03-27,1443.47,Net Banking,Delivered,17.0
ORD_000633,USR_0155,RES_034,2026-03-27,1532.54,Net Banking,Delivered,48.0
ORD_000634,USR_0155,RES_030,2026-03-27,129.82,UPI,Delivered,22.0
ORD_000635,USR_0160,RES_017,2026-03-27,1477.17,Credit Card,Delivered,31.0
ORD_000636,USR_0079,RES_041,2026-03-27,1152.01,COD,Delivered,46.0
ORD_000637,USR_0186,RES_049,2026-03-27,947.41,COD,Delivered,26.0
ORD_000638,USR_0055,RES_048,2026-03-27,1559.47,COD,Cancelled,
ORD_000639,USR_0042,RES_026,2026-03-27,435.07,Credit Card,Delivered,40.0
ORD_000640,USR_0188,RES_028,2026-03-28,1222.28,Debit Card,Delivered,56.0
ORD_000641,USR_0154,RES_008,2026-03-28,455.66,COD,Cancelled,
ORD_000642,USR_0046,RES_050,2026-03-28,1637.47,UPI,Cancelled,
ORD_000643,USR_0134,RES_021,2026-03-28,271.57,Debit Card,Delivered,42.0
ORD_000644,USR_0159,RES_038,2026-03-28,739.48,UPI,Delivered,33.0
ORD_000645,USR_0123,RES_003,2026-03-28,1690.39,COD,Cancelled,
ORD_000646,USR_0190,RES_018,2026-03-29,1301.55,COD,Delivered,51.0
