review_id,user_id,restaurant_id,order_id,rating,review_text
REV_00351,USR_0066,RES_048,ORD_000972,3,"Average taste, could be better."
REV_00352,USR_0019,RES_046,ORD_000885,4,"Good portion size, food was tasty."
REV_00353,USR_0173,RES_038,ORD_001260,3,"Decent experience, nothing extraordinary."
REV_00354,USR_0035,RES_013,ORD_000265,4,"Really liked the flavours, will order again."
REV_00355,USR_0011,RES_042,ORD_000040,4,Very satisfying experience overall.
REV_00356,USR_0096,RES_023,ORD_000240,2,Food was cold and bland.
REV_00357,USR_0125,RES_025,ORD_000517,5,Amazing food! Highly recommended.
REV_00358,USR_0245,RES_004,ORD_001412,5,Super fast delivery and delicious taste.
REV_00359,USR_0163,RES_030,ORD_001088,5,Best meal of the week!
REV_00360,USR_0196,RES_040,ORD_000858,5,Super fast delivery and delicious taste.
REV_00361,USR_0182,RES_004,ORD_001131,4,"Good portion size, food was tasty."
REV_00362,USR_0129,RES_024,ORD_000821,4,"Solid packaging, arrived hot."
REV_00363,USR_0210,RES_034,ORD_001496,4,"Solid packaging, arrived hot."
REV_00364,USR_0050,RES_042,ORD_001022,5,Super fast delivery and delicious taste.
REV_00365,USR_0007,RES_014,ORD_000905,4,Very satisfying experience overall.
REV_00366,USR_0085,RES_028,ORD_000172,1,Horrible experience. Found a hair in my food!
REV_00367,USR_0023,RES_020,ORD_000701,3,Food was okay but delivery took too long.
REV_00368,USR_0017,RES_026,ORD_000113,5,Amazing food! Highly recommended.
REV_00369,USR_0156,RES_013,ORD_000621,4,Very satisfying experience overall.
REV_00370,USR_0224,RES_022,ORD_001400,4,"Really liked the flavours, will order again."
REV_00371,USR_0005,RES_006,ORD_000531,5,Best meal of the week!
REV_00372,USR_0053,RES_028,ORD_000107,1,Complete waste of money.
REV_00373,USR_0137,RES_016,ORD_000801,5,Amazing food! Highly recommended.
REV_00374,USR_0068,RES_005,ORD_000368,4,Very satisfying experience overall.
REV_00375,USR_0081,RES_002,ORD_000448,5,Super fast delivery and delicious taste.
REV_00376,USR_0203,RES_024,ORD_000970,4,"Good portion size, food was tasty."
REV_00377,USR_0045,RES_025,ORD_000386,5,Amazing food! Highly recommended.
REV_00378,USR_0226,RES_003,ORD_001298,5,Absolutely loved the packaging and taste.
REV_00379,USR_0098,RES_009,ORD_001096,3,"Average taste, could be better."
REV_00380,USR_0117,RES_041,ORD_000376,5,Best meal of the week!
REV_00381,USR_0194,RES_014,ORD_001065,4,"Really liked the flavours, will order again."
REV_00382,USR_0141,RES_004,ORD_000507,5,Super fast delivery and delicious taste.
REV_00383,USR_0121,RES_022,ORD_000306,4,"Really liked the flavours, will order again."
REV_00384,USR_0174,RES_013,ORD_001383,2,Too oily and spicy to consume.
REV_00385,USR_0033,RES_023,ORD_000031,3,"Decent experience, nothing extraordinary."
REV_00386,USR_0008,RES_025,ORD_000004,5,Best meal of the week!
REV_00387,USR_0228,RES_034,ORD_001103,4,"Good portion size, food was tasty."
REV_00388,USR_0027,RES_042,ORD_000221,4,Very satisfying experience overall.
REV_00389,USR_0071,RES_016,ORD_000604,4,"Solid packaging, arrived hot."
REV_00390,USR_0149,RES_027,ORD_000943,3,Food was okay but delivery took too long.
REV_00391,USR_0194,RES_010,ORD_000658,3,"Decent experience, nothing extraordinary."
REV_00392,USR_0223,RES_024,ORD_001221,5,Super fast delivery and delicious taste.
REV_00393,USR_0112,RES_039,ORD_000330,4,"Really liked the flavours, will order again."
REV_00394,USR_0014,RES_031,ORD_001190,3,Food was okay but delivery took too long.
REV_00395,USR_0082,RES_006,ORD_000530,4,Very satisfying experience overall.
REV_00396,USR_0075,RES_013,ORD_001375,4,"Really liked the flavours, will order again."
REV_00397,USR_0017,RES_031,ORD_000037,4,"Good portion size, food was tasty."
REV_00398,USR_0012,RES_026,ORD_000029,5,Absolutely loved the packaging and taste.
REV_00399,USR_0139,RES_033,ORD_001432,5,Super fast delivery and delicious taste.
REV_00400,USR_0100,RES_013,ORD_000602,5,Super fast delivery and delicious taste.
REV_00401,USR_0184,RES_022,ORD_000610,2,Disappointed with the quality this time.
REV_00402,USR_0158,RES_043,ORD_001135,5,Super fast delivery and delicious taste.
REV_00403,USR_0072,RES_050,ORD_000355,5,Amazing food! Highly recommended.
REV_00404,USR_0229,RES_021,ORD_001202,4,Very satisfying experience overall.
REV_00405,USR_0133,RES_021,ORD_000413,5,Super fast delivery and delicious taste.
REV_00406,USR_0219,RES_009,ORD_001418,5,Super fast delivery and delicious taste.
REV_00407,USR_0185,RES_038,ORD_001457,4,"Solid packaging, arrived hot."
REV_00408,USR_0017,RES_045,ORD_000233,5,Absolutely loved the packaging and taste.
REV_00409,USR_0235,RES_046,ORD_001245,1,"Never ordering from here again, missing items."
REV_00410,USR_0187,RES_046,ORD_001231,5,Absolutely loved the packaging and taste.
REV_00411,USR_0018,RES_017,ORD_000899,5,Best meal of the week!
REV_00412,USR_0230,RES_021,ORD_001487,5,Super fast delivery and delicious taste.
REV_00413,USR_0087,RES_050,ORD_000126,4,Very satisfying experience overall.
REV_00414,USR_0138,RES_025,ORD_000362,4,Very satisfying experience overall.
REV_00415,USR_0077,RES_049,ORD_001233,3,Slightly overpriced for the quantity.
REV_00416,USR_0083,RES_036,ORD_000279,5,Absolutely loved the packaging and taste.
REV_00417,USR_0020,RES_012,ORD_000009,4,"Good portion size, food was tasty."
REV_00418,USR_0189,RES_028,ORD_001002,3,"Decent experience, nothing extraordinary."
REV_00419,USR_0045,RES_026,ORD_000119,4,"Really liked the flavours, will order again."
REV_00420,USR_0109,RES_019,ORD_000963,4,"Really liked the flavours, will order again."
REV_00421,USR_0178,RES_038,ORD_001144,5,Absolutely loved the packaging and taste.
REV_00422,USR_0231,RES_046,ORD_001463,5,Best meal of the week!
REV_00423,USR_0138,RES_019,ORD_000555,5,Absolutely loved the packaging and taste.
REV_00424,USR_0208,RES_042,ORD_001183,5,Super fast delivery and delicious taste.
REV_00425,USR_0161,RES_012,ORD_000734,3,Food was okay but delivery took too long.
REV_00426,USR_0058,RES_050,ORD_000084,5,Super fast delivery and delicious taste.
REV_00427,USR_0093,RES_049,ORD_001302,5,Best meal of the week!
REV_00428,USR_0053,RES_027,ORD_000104,4,Very satisfying experience overall.
REV_00429,USR_0217,RES_023,ORD_001493,2,"Extremely late delivery, ruined the mood."
REV_00430,USR_0141,RES_050,ORD_000408,5,Best meal of the week!
REV_00431,USR_0220,RES_043,ORD_001310,4,"Good portion size, food was tasty."
REV_00432,USR_0176,RES_034,ORD_000776,4,"Good portion size, food was tasty."
REV_00433,USR_0099,RES_006,ORD_000545,1,Horrible experience. Found a hair in my food!
REV_00434,USR_0041,RES_050,ORD_001206,5,Super fast delivery and delicious taste.
REV_00435,USR_0250,RES_039,ORD_001498,5,Absolutely loved the packaging and taste.
REV_00436,USR_0189,RES_028,ORD_000683,1,Stale food delivered.
REV_00437,USR_0161,RES_017,ORD_001428,4,Very satisfying experience overall.
REV_00438,USR_0219,RES_031,ORD_001436,4,"Solid packaging, arrived hot."
REV_00439,USR_0227,RES_035,ORD_001408,4,Very satisfying experience overall.
REV_00440,USR_0206,RES_025,ORD_001325,2,Disappointed with the quality this time.
REV_00441,USR_0093,RES_014,ORD_001033,5,Amazing food! Highly recommended.
REV_00442,USR_0094,RES_045,ORD_000706,2,"Extremely late delivery, ruined the mood."
REV_00443,USR_0224,RES_022,ORD_001048,4,"Good portion size, food was tasty."
REV_00444,USR_0223,RES_043,ORD_001230,4,"Really liked the flavours, will order again."
REV_00445,USR_0117,RES_049,ORD_000353,5,Absolutely loved the packaging and taste.
REV_00446,USR_0031,RES_034,ORD_000053,2,Disappointed with the quality this time.
REV_00447,USR_0031,RES_044,ORD_000022,5,Super fast delivery and delicious taste.
REV_00448,USR_0119,RES_013,ORD_001141,5,Amazing food! Highly recommended.
REV_00449,USR_0090,RES_029,ORD_000142,4,Very satisfying experience overall.
REV_00450,USR_0019,RES_046,ORD_000728,5,Amazing food! Highly recommended.
